#Fusion Locus Fused/NoFused Arm Telomere Terminal/InternalTEL GenDistToTEL DisplacementFromNEwrtWT
LC_IV_XV_XVI_cen16 chr7_83_787200_796800 NoFused armR CENTR7 TerminalTEL 299200 -3.362
LC_IV_XV_XVI_cen16 chr7_84_796800_806400 NoFused armR TELR7 TerminalTEL 292800 -3.669
LC_IV_XV_XVI_cen16 chr7_85_806400_816000 NoFused armR TELR7 TerminalTEL 283200 -3.831
LC_IV_XV_XVI_cen16 chr7_86_816000_825600 NoFused armR TELR7 TerminalTEL 273600 -3.852
LC_IV_XV_XVI_cen16 chr7_87_825600_835200 NoFused armR TELR7 TerminalTEL 264000 -3.975
LC_IV_XV_XVI_cen16 chr7_88_835200_844800 NoFused armR TELR7 TerminalTEL 254400 -3.954
LC_IV_XV_XVI_cen16 chr7_89_844800_854400 NoFused armR TELR7 TerminalTEL 244800 -4.307
LC_IV_XV_XVI_cen16 chr7_90_854400_864000 NoFused armR TELR7 TerminalTEL 235200 -5.166
LC_IV_XV_XVI_cen16 chr7_91_864000_873600 NoFused armR TELR7 TerminalTEL 225600 -5.793
LC_IV_XV_XVI_cen16 chr7_92_873600_883200 NoFused armR TELR7 TerminalTEL 216000 -5.592
LC_IV_XV_XVI_cen16 chr7_93_883200_892800 NoFused armR TELR7 TerminalTEL 206400 -5.592
LC_IV_XV_XVI_cen16 chr7_94_892800_902400 NoFused armR TELR7 TerminalTEL 196800 -5.18
LC_IV_XV_XVI_cen16 chr7_95_902400_912000 NoFused armR TELR7 TerminalTEL 187200 -5.603
LC_IV_XV_XVI_cen16 chr7_96_912000_921600 NoFused armR TELR7 TerminalTEL 177600 -5.752
LC_IV_XV_XVI_cen16 chr7_97_921600_931200 NoFused armR TELR7 TerminalTEL 168000 -6.004
LC_IV_XV_XVI_cen16 chr7_98_931200_940800 NoFused armR TELR7 TerminalTEL 158400 -6.463
LC_IV_XV_XVI_cen16 chr7_99_940800_950400 NoFused armR TELR7 TerminalTEL 148800 -6.247
LC_IV_XV_XVI_cen16 chr7_100_950400_960000 NoFused armR TELR7 TerminalTEL 139200 -6.492
LC_IV_XV_XVI_cen16 chr7_101_960000_969600 NoFused armR TELR7 TerminalTEL 129600 -7.154
LC_IV_XV_XVI_cen16 chr7_102_969600_979200 NoFused armR TELR7 TerminalTEL 120000 -8.078
LC_IV_XV_XVI_cen16 chr7_103_979200_988800 NoFused armR TELR7 TerminalTEL 110400 -9.526
LC_IV_XV_XVI_cen16 chr7_104_988800_998400 NoFused armR TELR7 TerminalTEL 100800 -10.283
LC_IV_XV_XVI_cen16 chr7_105_998400_1008000 NoFused armR TELR7 TerminalTEL 91200 -11.175
LC_IV_XV_XVI_cen16 chr7_106_1008000_1017600 NoFused armR TELR7 TerminalTEL 81600 -11.54
LC_IV_XV_XVI_cen16 chr7_107_1017600_1027200 NoFused armR TELR7 TerminalTEL 72000 -10.946
LC_IV_XV_XVI_cen16 chr7_108_1027200_1036800 NoFused armR TELR7 TerminalTEL 62400 -10.674
LC_IV_XV_XVI_cen16 chr7_109_1036800_1046400 NoFused armR TELR7 TerminalTEL 52800 -10.792
LC_IV_XV_XVI_cen16 chr7_110_1046400_1056000 NoFused armR TELR7 TerminalTEL 43200 -11.025
LC_IV_XV_XVI_cen16 chr7_111_1056000_1065600 NoFused armR TELR7 TerminalTEL 33600 -10.458
LC_IV_XV_XVI_cen16 chr7_112_1065600_1075200 NoFused armR TELR7 TerminalTEL 24000 -6.634
LC_IV_XV_XVI_cen16 chr7_113_1075200_1084800 NoFused armR TELR7 TerminalTEL 14400 -4.992
LC_IV_XV_XVI_cen16 chr7_114_1084800_1094400 NoFused armR TELR7 TerminalTEL 4800 -4.3
LC_IV_XV_XVI_cen16 chr8_1_0_9600 NoFused armL TELL8 TerminalTEL 4800 5.394
LC_IV_XV_XVI_cen16 chr8_2_9600_19200 NoFused armL TELL8 TerminalTEL 14400 6.369
LC_IV_XV_XVI_cen16 chr8_3_19200_28800 NoFused armL TELL8 TerminalTEL 24000 6.592
LC_IV_XV_XVI_cen16 chr8_4_28800_38400 NoFused armL TELL8 TerminalTEL 33600 7.2
LC_IV_XV_XVI_cen16 chr8_5_38400_48000 NoFused armL TELL8 TerminalTEL 43200 6.673
LC_IV_XV_XVI_cen16 chr8_6_48000_57600 NoFused armL TELL8 TerminalTEL 52800 6.54
LC_IV_XV_XVI_cen16 chr8_7_57600_67200 NoFused armL CENTR8 TerminalTEL 43200 6.836
LC_IV_XV_XVI_cen16 chr8_8_67200_76800 NoFused armL CENTR8 TerminalTEL 33600 6.455
LC_IV_XV_XVI_cen16 chr8_9_76800_86400 NoFused armL CENTR8 TerminalTEL 24000 5.692
LC_IV_XV_XVI_cen16 chr8_10_86400_96000 NoFused armL CENTR8 TerminalTEL 14400 4.841
LC_IV_XV_XVI_cen16 chr8_11_96000_105600 NoFused armL CENTR8 TerminalTEL 4800 3.716
LC_IV_XV_XVI_cen16 chr8_12_105600_115200 NoFused armR CENTR8 TerminalTEL 4800 2.166
LC_IV_XV_XVI_cen16 chr8_13_115200_124800 NoFused armR CENTR8 TerminalTEL 14400 1.406
LC_IV_XV_XVI_cen16 chr8_14_124800_134400 NoFused armR CENTR8 TerminalTEL 24000 0.481
LC_IV_XV_XVI_cen16 chr8_15_134400_144000 NoFused armR CENTR8 TerminalTEL 33600 -0.339
LC_IV_XV_XVI_cen16 chr8_16_144000_153600 NoFused armR CENTR8 TerminalTEL 43200 -1.216
LC_IV_XV_XVI_cen16 chr8_17_153600_163200 NoFused armR CENTR8 TerminalTEL 52800 -1.76
LC_IV_XV_XVI_cen16 chr8_18_163200_172800 NoFused armR CENTR8 TerminalTEL 62400 -1.848
LC_IV_XV_XVI_cen16 chr8_19_172800_182400 NoFused armR CENTR8 TerminalTEL 72000 -1.776
LC_IV_XV_XVI_cen16 chr8_20_182400_192000 NoFused armR CENTR8 TerminalTEL 81600 -1.502
LC_IV_XV_XVI_cen16 chr8_21_192000_201600 NoFused armR CENTR8 TerminalTEL 91200 -1.722
LC_IV_XV_XVI_cen16 chr8_22_201600_211200 NoFused armR CENTR8 TerminalTEL 100800 -1.924
LC_IV_XV_XVI_cen16 chr8_23_211200_220800 NoFused armR CENTR8 TerminalTEL 110400 -2.771
LC_IV_XV_XVI_cen16 chr8_24_220800_230400 NoFused armR CENTR8 TerminalTEL 120000 -3.183
LC_IV_XV_XVI_cen16 chr8_25_230400_240000 NoFused armR CENTR8 TerminalTEL 129600 -3.349
LC_IV_XV_XVI_cen16 chr8_26_240000_249600 NoFused armR CENTR8 TerminalTEL 139200 -4.064
LC_IV_XV_XVI_cen16 chr8_27_249600_259200 NoFused armR CENTR8 TerminalTEL 148800 -4.541
LC_IV_XV_XVI_cen16 chr8_28_259200_268800 NoFused armR CENTR8 TerminalTEL 158400 -5.47
LC_IV_XV_XVI_cen16 chr8_29_268800_278400 NoFused armR CENTR8 TerminalTEL 168000 -5.826
LC_IV_XV_XVI_cen16 chr8_30_278400_288000 NoFused armR CENTR8 TerminalTEL 177600 -5.516
LC_IV_XV_XVI_cen16 chr8_31_288000_297600 NoFused armR CENTR8 TerminalTEL 187200 -5.159
LC_IV_XV_XVI_cen16 chr8_32_297600_307200 NoFused armR CENTR8 TerminalTEL 196800 -5.304
LC_IV_XV_XVI_cen16 chr8_33_307200_316800 NoFused armR CENTR8 TerminalTEL 206400 -5.496
LC_IV_XV_XVI_cen16 chr8_34_316800_326400 NoFused armR CENTR8 TerminalTEL 216000 -4.943
LC_IV_XV_XVI_cen16 chr8_35_326400_336000 NoFused armR CENTR8 TerminalTEL 225600 -4.87
LC_IV_XV_XVI_cen16 chr8_36_336000_345600 NoFused armR TELR8 TerminalTEL 225600 -4.528
LC_IV_XV_XVI_cen16 chr8_37_345600_355200 NoFused armR TELR8 TerminalTEL 216000 -4.779
LC_IV_XV_XVI_cen16 chr8_38_355200_364800 NoFused armR TELR8 TerminalTEL 206400 -4.644
LC_IV_XV_XVI_cen16 chr8_39_364800_374400 NoFused armR TELR8 TerminalTEL 196800 -4.47
LC_IV_XV_XVI_cen16 chr8_40_374400_384000 NoFused armR TELR8 TerminalTEL 187200 -4.208
LC_IV_XV_XVI_cen16 chr8_41_384000_393600 NoFused armR TELR8 TerminalTEL 177600 -4.98
LC_IV_XV_XVI_cen16 chr8_42_393600_403200 NoFused armR TELR8 TerminalTEL 168000 -5.828
LC_IV_XV_XVI_cen16 chr8_43_403200_412800 NoFused armR TELR8 TerminalTEL 158400 -6.434
LC_IV_XV_XVI_cen16 chr8_44_412800_422400 NoFused armR TELR8 TerminalTEL 148800 -6.587
LC_IV_XV_XVI_cen16 chr8_45_422400_432000 NoFused armR TELR8 TerminalTEL 139200 -7.241
LC_IV_XV_XVI_cen16 chr8_46_432000_441600 NoFused armR TELR8 TerminalTEL 129600 -7.209
LC_IV_XV_XVI_cen16 chr8_47_441600_451200 NoFused armR TELR8 TerminalTEL 120000 -6.686
LC_IV_XV_XVI_cen16 chr8_48_451200_460800 NoFused armR TELR8 TerminalTEL 110400 -6.091
LC_IV_XV_XVI_cen16 chr8_49_460800_470400 NoFused armR TELR8 TerminalTEL 100800 -6.016
LC_IV_XV_XVI_cen16 chr8_50_470400_480000 NoFused armR TELR8 TerminalTEL 91200 -6.289
LC_IV_XV_XVI_cen16 chr8_51_480000_489600 NoFused armR TELR8 TerminalTEL 81600 -6.887
LC_IV_XV_XVI_cen16 chr8_52_489600_499200 NoFused armR TELR8 TerminalTEL 72000 -6.765
LC_IV_XV_XVI_cen16 chr8_53_499200_508800 NoFused armR TELR8 TerminalTEL 62400 -6.972
LC_IV_XV_XVI_cen16 chr8_54_508800_518400 NoFused armR TELR8 TerminalTEL 52800 -7.4
LC_IV_XV_XVI_cen16 chr8_55_518400_528000 NoFused armR TELR8 TerminalTEL 43200 -8.727
LC_IV_XV_XVI_cen16 chr8_56_528000_537600 NoFused armR TELR8 TerminalTEL 33600 -8.183
LC_IV_XV_XVI_cen16 chr8_57_537600_547200 NoFused armR TELR8 TerminalTEL 24000 -3.782
LC_IV_XV_XVI_cen16 chr8_58_547200_556800 NoFused armR TELR8 TerminalTEL 14400 -1.289
LC_IV_XV_XVI_cen16 chr8_59_556800_566400 NoFused armR TELR8 TerminalTEL 4800 -0.54
LC_IV_XV_XVI_cen16 chr9_1_0_9600 NoFused armL TELL9 TerminalTEL 4800 -0.238
LC_IV_XV_XVI_cen16 chr9_2_9600_19200 NoFused armL TELL9 TerminalTEL 14400 0.56
LC_IV_XV_XVI_cen16 chr9_3_19200_28800 NoFused armL TELL9 TerminalTEL 24000 1.422
LC_IV_XV_XVI_cen16 chr9_4_28800_38400 NoFused armL TELL9 TerminalTEL 33600 0.988
LC_IV_XV_XVI_cen16 chr9_5_38400_48000 NoFused armL TELL9 TerminalTEL 43200 0.479
LC_IV_XV_XVI_cen16 chr9_6_48000_57600 NoFused armL TELL9 TerminalTEL 52800 0.017
LC_IV_XV_XVI_cen16 chr9_7_57600_67200 NoFused armL TELL9 TerminalTEL 62400 -0.146
LC_IV_XV_XVI_cen16 chr9_8_67200_76800 NoFused armL TELL9 TerminalTEL 72000 -0.053
LC_IV_XV_XVI_cen16 chr9_9_76800_86400 NoFused armL TELL9 TerminalTEL 81600 -0.335
LC_IV_XV_XVI_cen16 chr9_10_86400_96000 NoFused armL TELL9 TerminalTEL 91200 -0.369
LC_IV_XV_XVI_cen16 chr9_11_96000_105600 NoFused armL TELL9 TerminalTEL 100800 -0.026
LC_IV_XV_XVI_cen16 chr9_12_105600_115200 NoFused armL TELL9 TerminalTEL 110400 -0.163
LC_IV_XV_XVI_cen16 chr9_13_115200_124800 NoFused armL TELL9 TerminalTEL 120000 -0.732
LC_IV_XV_XVI_cen16 chr9_14_124800_134400 NoFused armL TELL9 TerminalTEL 129600 -0.889
LC_IV_XV_XVI_cen16 chr9_15_134400_144000 NoFused armL TELL9 TerminalTEL 139200 -0.737
LC_IV_XV_XVI_cen16 chr9_16_144000_153600 NoFused armL TELL9 TerminalTEL 148800 -1.233
LC_IV_XV_XVI_cen16 chr9_17_153600_163200 NoFused armL TELL9 TerminalTEL 158400 -1.87
LC_IV_XV_XVI_cen16 chr9_18_163200_172800 NoFused armL TELL9 TerminalTEL 168000 -2.005
LC_IV_XV_XVI_cen16 chr9_19_172800_182400 NoFused armL TELL9 TerminalTEL 177600 -2.331
LC_IV_XV_XVI_cen16 chr9_20_182400_192000 NoFused armL CENTR9 TerminalTEL 168000 -2.923
LC_IV_XV_XVI_cen16 chr9_21_192000_201600 NoFused armL CENTR9 TerminalTEL 158400 -3.228
LC_IV_XV_XVI_cen16 chr9_22_201600_211200 NoFused armL CENTR9 TerminalTEL 148800 -2.648
LC_IV_XV_XVI_cen16 chr9_23_211200_220800 NoFused armL CENTR9 TerminalTEL 139200 -2.181
LC_IV_XV_XVI_cen16 chr9_24_220800_230400 NoFused armL CENTR9 TerminalTEL 129600 -1.494
LC_IV_XV_XVI_cen16 chr9_25_230400_240000 NoFused armL CENTR9 TerminalTEL 120000 -1.14
LC_IV_XV_XVI_cen16 chr9_26_240000_249600 NoFused armL CENTR9 TerminalTEL 110400 -1.433
LC_IV_XV_XVI_cen16 chr9_27_249600_259200 NoFused armL CENTR9 TerminalTEL 100800 -1.682
LC_IV_XV_XVI_cen16 chr9_28_259200_268800 NoFused armL CENTR9 TerminalTEL 91200 -1.095
LC_IV_XV_XVI_cen16 chr9_29_268800_278400 NoFused armL CENTR9 TerminalTEL 81600 -1.079
LC_IV_XV_XVI_cen16 chr9_30_278400_288000 NoFused armL CENTR9 TerminalTEL 72000 -0.898
LC_IV_XV_XVI_cen16 chr9_31_288000_297600 NoFused armL CENTR9 TerminalTEL 62400 -0.661
LC_IV_XV_XVI_cen16 chr9_32_297600_307200 NoFused armL CENTR9 TerminalTEL 52800 0.092
LC_IV_XV_XVI_cen16 chr9_33_307200_316800 NoFused armL CENTR9 TerminalTEL 43200 0.554
LC_IV_XV_XVI_cen16 chr9_34_316800_326400 NoFused armL CENTR9 TerminalTEL 33600 0.683
LC_IV_XV_XVI_cen16 chr9_35_326400_336000 NoFused armL CENTR9 TerminalTEL 24000 1.058
LC_IV_XV_XVI_cen16 chr9_36_336000_345600 NoFused armL CENTR9 TerminalTEL 14400 1.906
LC_IV_XV_XVI_cen16 chr9_37_345600_355200 NoFused armL CENTR9 TerminalTEL 4800 1.968
LC_IV_XV_XVI_cen16 chr9_38_355200_364800 NoFused armR CENTR9 TerminalTEL 4800 2.731
LC_IV_XV_XVI_cen16 chr9_39_364800_374400 NoFused armR CENTR9 TerminalTEL 14400 3.742
LC_IV_XV_XVI_cen16 chr9_40_374400_384000 NoFused armR CENTR9 TerminalTEL 24000 3.52
LC_IV_XV_XVI_cen16 chr9_41_384000_393600 NoFused armR CENTR9 TerminalTEL 33600 3.481
LC_IV_XV_XVI_cen16 chr9_42_393600_403200 NoFused armR TELR9 TerminalTEL 43200 2.846
LC_IV_XV_XVI_cen16 chr9_43_403200_412800 NoFused armR TELR9 TerminalTEL 33600 1.73
LC_IV_XV_XVI_cen16 chr9_44_412800_422400 NoFused armR TELR9 TerminalTEL 24000 1.534
LC_IV_XV_XVI_cen16 chr9_45_422400_432000 NoFused armR TELR9 TerminalTEL 14400 1.969
LC_IV_XV_XVI_cen16 chr9_46_432000_441600 NoFused armR TELR9 TerminalTEL 4800 1.071
LC_IV_XV_XVI_cen16 chr10_1_0_9600 NoFused armL TELL10 TerminalTEL 4800 -2.271
LC_IV_XV_XVI_cen16 chr10_2_9600_19200 NoFused armL TELL10 TerminalTEL 14400 -0.946
LC_IV_XV_XVI_cen16 chr10_3_19200_28800 NoFused armL TELL10 TerminalTEL 24000 -1.103
LC_IV_XV_XVI_cen16 chr10_4_28800_38400 NoFused armL TELL10 TerminalTEL 33600 -1.153
LC_IV_XV_XVI_cen16 chr10_5_38400_48000 NoFused armL TELL10 TerminalTEL 43200 -0.951
LC_IV_XV_XVI_cen16 chr10_6_48000_57600 NoFused armL TELL10 TerminalTEL 52800 -1.862
LC_IV_XV_XVI_cen16 chr10_7_57600_67200 NoFused armL TELL10 TerminalTEL 62400 -1.443
LC_IV_XV_XVI_cen16 chr10_8_67200_76800 NoFused armL TELL10 TerminalTEL 72000 -1.306
LC_IV_XV_XVI_cen16 chr10_9_76800_86400 NoFused armL TELL10 TerminalTEL 81600 -1.415
LC_IV_XV_XVI_cen16 chr10_10_86400_96000 NoFused armL TELL10 TerminalTEL 91200 -1.557
LC_IV_XV_XVI_cen16 chr10_11_96000_105600 NoFused armL TELL10 TerminalTEL 100800 -1.86
LC_IV_XV_XVI_cen16 chr10_12_105600_115200 NoFused armL TELL10 TerminalTEL 110400 -1.946
LC_IV_XV_XVI_cen16 chr10_13_115200_124800 NoFused armL TELL10 TerminalTEL 120000 -1.591
LC_IV_XV_XVI_cen16 chr10_14_124800_134400 NoFused armL TELL10 TerminalTEL 129600 -2.455
LC_IV_XV_XVI_cen16 chr10_15_134400_144000 NoFused armL TELL10 TerminalTEL 139200 -3.134
LC_IV_XV_XVI_cen16 chr10_16_144000_153600 NoFused armL TELL10 TerminalTEL 148800 -4.248
LC_IV_XV_XVI_cen16 chr10_17_153600_163200 NoFused armL TELL10 TerminalTEL 158400 -5.596
LC_IV_XV_XVI_cen16 chr10_18_163200_172800 NoFused armL TELL10 TerminalTEL 168000 -5.684
LC_IV_XV_XVI_cen16 chr10_19_172800_182400 NoFused armL TELL10 TerminalTEL 177600 -5.325
LC_IV_XV_XVI_cen16 chr10_20_182400_192000 NoFused armL TELL10 TerminalTEL 187200 -4.859
LC_IV_XV_XVI_cen16 chr10_21_192000_201600 NoFused armL TELL10 TerminalTEL 196800 -5.083
LC_IV_XV_XVI_cen16 chr10_22_201600_211200 NoFused armL TELL10 TerminalTEL 206400 -4.996
LC_IV_XV_XVI_cen16 chr10_23_211200_220800 NoFused armL TELL10 TerminalTEL 216000 -5.049
LC_IV_XV_XVI_cen16 chr10_24_220800_230400 NoFused armL CENTR10 TerminalTEL 209600 -5.619
LC_IV_XV_XVI_cen16 chr10_25_230400_240000 NoFused armL CENTR10 TerminalTEL 200000 -6.095
LC_IV_XV_XVI_cen16 chr10_26_240000_249600 NoFused armL CENTR10 TerminalTEL 190400 -5.764
LC_IV_XV_XVI_cen16 chr10_27_249600_259200 NoFused armL CENTR10 TerminalTEL 180800 -5.231
LC_IV_XV_XVI_cen16 chr10_28_259200_268800 NoFused armL CENTR10 TerminalTEL 171200 -4.551
LC_IV_XV_XVI_cen16 chr10_29_268800_278400 NoFused armL CENTR10 TerminalTEL 161600 -4.537
LC_IV_XV_XVI_cen16 chr10_30_278400_288000 NoFused armL CENTR10 TerminalTEL 152000 -4.99
LC_IV_XV_XVI_cen16 chr10_31_288000_297600 NoFused armL CENTR10 TerminalTEL 142400 -4.488
LC_IV_XV_XVI_cen16 chr10_32_297600_307200 NoFused armL CENTR10 TerminalTEL 132800 -3.232
LC_IV_XV_XVI_cen16 chr10_33_307200_316800 NoFused armL CENTR10 TerminalTEL 123200 -2.297
LC_IV_XV_XVI_cen16 chr10_34_316800_326400 NoFused armL CENTR10 TerminalTEL 113600 -1.823
LC_IV_XV_XVI_cen16 chr10_35_326400_336000 NoFused armL CENTR10 TerminalTEL 104000 -1.857
LC_IV_XV_XVI_cen16 chr10_36_336000_345600 NoFused armL CENTR10 TerminalTEL 94400 -2.355
LC_IV_XV_XVI_cen16 chr10_37_345600_355200 NoFused armL CENTR10 TerminalTEL 84800 -2.49
LC_IV_XV_XVI_cen16 chr10_38_355200_364800 NoFused armL CENTR10 TerminalTEL 75200 -2.299
LC_IV_XV_XVI_cen16 chr10_39_364800_374400 NoFused armL CENTR10 TerminalTEL 65600 -2.174
LC_IV_XV_XVI_cen16 chr10_40_374400_384000 NoFused armL CENTR10 TerminalTEL 56000 -1.861
LC_IV_XV_XVI_cen16 chr10_41_384000_393600 NoFused armL CENTR10 TerminalTEL 46400 -1.378
LC_IV_XV_XVI_cen16 chr10_42_393600_403200 NoFused armL CENTR10 TerminalTEL 36800 -1.738
LC_IV_XV_XVI_cen16 chr10_43_403200_412800 NoFused armL CENTR10 TerminalTEL 27200 -1.871
LC_IV_XV_XVI_cen16 chr10_44_412800_422400 NoFused armL CENTR10 TerminalTEL 17600 -1.36
LC_IV_XV_XVI_cen16 chr10_45_422400_432000 NoFused armL CENTR10 TerminalTEL 8000 -0.416
LC_IV_XV_XVI_cen16 chr10_46_432000_441600 NoFused armR CENTR10 TerminalTEL 1600 -0.192
LC_IV_XV_XVI_cen16 chr10_47_441600_451200 NoFused armR CENTR10 TerminalTEL 11200 -1.356
LC_IV_XV_XVI_cen16 chr10_48_451200_460800 NoFused armR CENTR10 TerminalTEL 20800 -2.207
LC_IV_XV_XVI_cen16 chr10_49_460800_470400 NoFused armR CENTR10 TerminalTEL 30400 -3.316
LC_IV_XV_XVI_cen16 chr10_50_470400_480000 NoFused armR CENTR10 TerminalTEL 40000 -3.61
LC_IV_XV_XVI_cen16 chr10_51_480000_489600 NoFused armR CENTR10 TerminalTEL 49600 -3.782
LC_IV_XV_XVI_cen16 chr10_52_489600_499200 NoFused armR CENTR10 TerminalTEL 59200 -4.281
LC_IV_XV_XVI_cen16 chr10_53_499200_508800 NoFused armR CENTR10 TerminalTEL 68800 -4.729
LC_IV_XV_XVI_cen16 chr10_54_508800_518400 NoFused armR CENTR10 TerminalTEL 78400 -4.875
LC_IV_XV_XVI_cen16 chr10_55_518400_528000 NoFused armR CENTR10 TerminalTEL 88000 -5.347
LC_IV_XV_XVI_cen16 chr10_56_528000_537600 NoFused armR CENTR10 TerminalTEL 97600 -7.01
LC_IV_XV_XVI_cen16 chr10_57_537600_547200 NoFused armR CENTR10 TerminalTEL 107200 -7.576
LC_IV_XV_XVI_cen16 chr10_58_547200_556800 NoFused armR CENTR10 TerminalTEL 116800 -7.009
LC_IV_XV_XVI_cen16 chr10_59_556800_566400 NoFused armR CENTR10 TerminalTEL 126400 -6.649
LC_IV_XV_XVI_cen16 chr10_60_566400_576000 NoFused armR CENTR10 TerminalTEL 136000 -7.256
LC_IV_XV_XVI_cen16 chr10_61_576000_585600 NoFused armR CENTR10 TerminalTEL 145600 -7.573
LC_IV_XV_XVI_cen16 chr10_62_585600_595200 NoFused armR CENTR10 TerminalTEL 155200 -7.187
LC_IV_XV_XVI_cen16 chr10_63_595200_604800 NoFused armR TELR10 TerminalTEL 148800 -7.154
LC_IV_XV_XVI_cen16 chr10_64_604800_614400 NoFused armR TELR10 TerminalTEL 139200 -7.194
LC_IV_XV_XVI_cen16 chr10_65_614400_624000 NoFused armR TELR10 TerminalTEL 129600 -6.366
LC_IV_XV_XVI_cen16 chr10_66_624000_633600 NoFused armR TELR10 TerminalTEL 120000 -6.067
LC_IV_XV_XVI_cen16 chr10_67_633600_643200 NoFused armR TELR10 TerminalTEL 110400 -6.598
LC_IV_XV_XVI_cen16 chr10_68_643200_652800 NoFused armR TELR10 TerminalTEL 100800 -6.825
LC_IV_XV_XVI_cen16 chr10_69_652800_662400 NoFused armR TELR10 TerminalTEL 91200 -6.642
LC_IV_XV_XVI_cen16 chr10_70_662400_672000 NoFused armR TELR10 TerminalTEL 81600 -7.124
LC_IV_XV_XVI_cen16 chr10_71_672000_681600 NoFused armR TELR10 TerminalTEL 72000 -7.368
LC_IV_XV_XVI_cen16 chr10_72_681600_691200 NoFused armR TELR10 TerminalTEL 62400 -7.07
LC_IV_XV_XVI_cen16 chr10_73_691200_700800 NoFused armR TELR10 TerminalTEL 52800 -6.483
LC_IV_XV_XVI_cen16 chr10_74_700800_710400 NoFused armR TELR10 TerminalTEL 43200 -6.461
LC_IV_XV_XVI_cen16 chr10_75_710400_720000 NoFused armR TELR10 TerminalTEL 33600 -5.53
LC_IV_XV_XVI_cen16 chr10_76_720000_729600 NoFused armR TELR10 TerminalTEL 24000 -1.572
LC_IV_XV_XVI_cen16 chr10_77_729600_739200 NoFused armR TELR10 TerminalTEL 14400 -0.342
LC_IV_XV_XVI_cen16 chr10_78_739200_748800 NoFused armR TELR10 TerminalTEL 4800 0.142
LC_IV_XV_XVI_cen16 chr11_1_0_9600 NoFused armL TELL11 TerminalTEL 4800 0.114
LC_IV_XV_XVI_cen16 chr11_2_9600_19200 NoFused armL TELL11 TerminalTEL 14400 0.262
LC_IV_XV_XVI_cen16 chr11_3_19200_28800 NoFused armL TELL11 TerminalTEL 24000 0.212
LC_IV_XV_XVI_cen16 chr11_4_28800_38400 NoFused armL TELL11 TerminalTEL 33600 0.498
LC_IV_XV_XVI_cen16 chr11_5_38400_48000 NoFused armL TELL11 TerminalTEL 43200 0.507
LC_IV_XV_XVI_cen16 chr11_6_48000_57600 NoFused armL TELL11 TerminalTEL 52800 -0.036
LC_IV_XV_XVI_cen16 chr11_7_57600_67200 NoFused armL TELL11 TerminalTEL 62400 -0.512
LC_IV_XV_XVI_cen16 chr11_8_67200_76800 NoFused armL TELL11 TerminalTEL 72000 -0.519
LC_IV_XV_XVI_cen16 chr11_9_76800_86400 NoFused armL TELL11 TerminalTEL 81600 -0.744
LC_IV_XV_XVI_cen16 chr11_10_86400_96000 NoFused armL TELL11 TerminalTEL 91200 -1.67
LC_IV_XV_XVI_cen16 chr11_11_96000_105600 NoFused armL TELL11 TerminalTEL 100800 -2.437
LC_IV_XV_XVI_cen16 chr11_12_105600_115200 NoFused armL TELL11 TerminalTEL 110400 -3.778
LC_IV_XV_XVI_cen16 chr11_13_115200_124800 NoFused armL TELL11 TerminalTEL 120000 -4.79
LC_IV_XV_XVI_cen16 chr11_14_124800_134400 NoFused armL TELL11 TerminalTEL 129600 -4.949
LC_IV_XV_XVI_cen16 chr11_15_134400_144000 NoFused armL TELL11 TerminalTEL 139200 -4.497
LC_IV_XV_XVI_cen16 chr11_16_144000_153600 NoFused armL TELL11 TerminalTEL 148800 -4.417
LC_IV_XV_XVI_cen16 chr11_17_153600_163200 NoFused armL TELL11 TerminalTEL 158400 -3.881
LC_IV_XV_XVI_cen16 chr11_18_163200_172800 NoFused armL TELL11 TerminalTEL 168000 -3.123
LC_IV_XV_XVI_cen16 chr11_19_172800_182400 NoFused armL TELL11 TerminalTEL 177600 -2.863
LC_IV_XV_XVI_cen16 chr11_20_182400_192000 NoFused armL TELL11 TerminalTEL 187200 -1.982
LC_IV_XV_XVI_cen16 chr11_21_192000_201600 NoFused armL TELL11 TerminalTEL 196800 -0.709
LC_IV_XV_XVI_cen16 chr11_22_201600_211200 NoFused armL TELL11 TerminalTEL 206400 0.251
LC_IV_XV_XVI_cen16 chr11_23_211200_220800 NoFused armL TELL11 TerminalTEL 216000 0.783
LC_IV_XV_XVI_cen16 chr11_24_220800_230400 NoFused armL CENTR11 TerminalTEL 212800 1.536
LC_IV_XV_XVI_cen16 chr11_25_230400_240000 NoFused armL CENTR11 TerminalTEL 203200 1.614
LC_IV_XV_XVI_cen16 chr11_26_240000_249600 NoFused armL CENTR11 TerminalTEL 193600 1.761
LC_IV_XV_XVI_cen16 chr11_27_249600_259200 NoFused armL CENTR11 TerminalTEL 184000 1.594
LC_IV_XV_XVI_cen16 chr11_28_259200_268800 NoFused armL CENTR11 TerminalTEL 174400 1.478
LC_IV_XV_XVI_cen16 chr11_29_268800_278400 NoFused armL CENTR11 TerminalTEL 164800 1.336
LC_IV_XV_XVI_cen16 chr11_30_278400_288000 NoFused armL CENTR11 TerminalTEL 155200 1.87
LC_IV_XV_XVI_cen16 chr11_31_288000_297600 NoFused armL CENTR11 TerminalTEL 145600 2.147
LC_IV_XV_XVI_cen16 chr11_32_297600_307200 NoFused armL CENTR11 TerminalTEL 136000 2.829
